"Package","Title","Description","URL","Version","Date","Category"
"PMCMRplus","Calculate Pairwise Multiple Comparisons of Mean Rank Sums
Extended","For one-way layout experiments the one-way ANOVA can
	     be performed as an omnibus test. All-pairs multiple comparisons 
	     tests (Tukey-Kramer test, Scheffe test, LSD-test) 
	     and many-to-one tests (Dunnett test) for normally distributed 
	     residuals and equal within variance are available. Furthermore,
	     all-pairs tests (Games-Howell test, Tamhane's T2 test, 
	     Dunnett T3 test, Ury-Wiggins-Hochberg test) and many-to-one
	     (Tamhane-Dunnett Test) for normally distributed residuals 
	     and heterogeneous variances are provided. Van der Waerden's normal
	     scores test for omnibus, all-pairs and many-to-one tests is
	     provided for non-normally distributed residuals and homogeneous
	     variances. The Kruskal-Wallis, BWS and Anderson-Darling
	     omnibus test and all-pairs tests
	     (Nemenyi test, Dunn test, Conover test, Dwass-Steele-Critchlow-
	     Fligner test) as well as many-to-one (Nemenyi test, Dunn test,
	     U-test) are given for the analysis of variance by ranks. 
             Non-parametric trend tests (Jonckheere test, Cuzick test,
	     Johnson-Mehrotra test, Spearman test) are included. 
	     In addition, a Friedman-test for one-way ANOVA with repeated 
	     measures on ranks (CRBD) and Skillings-Mack test for unbalanced 
	     CRBD is provided with consequent all-pairs tests (Nemenyi test, 
	     Siegel test, Miller test, Conover test, Exact test)
	     and many-to-one tests (Nemenyi test, Demsar test, Exact test). 
	     A trend can be tested with Pages's test. Durbin's test 
	     for a two-way balanced incomplete block design (BIBD) is given 
	     in this package as well as Gore's test for CRBD with multiple
	     observations per cell is given.  Outlier tests, Mandel's k- and
	     h statistic as well as functions for Type I error and Power 
	     analysis as well as generic summary, print and plot methods 
             are provided.",NA,"1.1.0","2018-09-16","Stats"
"pipefittr","Convert Nested Functions to Pipes","To take nested function calls and convert them to a more readable form using pipes from package 'magrittr'.",NA,"0.1.2",NA,"Programming / Tools"
"pkggraph","A Consistent and Intuitive Platform to Explore the Dependencies
of Packages on the Comprehensive R Archive Network Like
Repositories","Interactively explore various dependencies of a package(s) (on the Comprehensive R Archive Network Like repositories) and perform analysis using tidy philosophy. Most of the functions return a 'tibble' object (enhancement of 'dataframe') which can be used for further analysis. The package offers functions to produce 'network' and 'igraph' dependency graphs. The 'plot' method produces a static plot based on 'ggnetwork' and 'plotd3' function produces an interactive D3 plot based on 'networkD3'.","https://github.com/talegari/pkggraph","0.2.2",NA,"Help"
"placement","Tools for Accessing the Google Maps API","The main functions in this package are drive_time
	(used for calculating distances between physical addresses or coordinates) and
	geocode_url (used for estimating the lat/long coordinates
	of a physical address). Optionally, it generates the cryptographic signatures necessary
	for making API calls with a Google for Work/Premium account within the geocoding process.
	These accounts have larger quota limits than the ""standard_api"" and, thus, this package
	may be useful for individuals seeking to submit large batch jobs within R to the Google Maps API.
	Placement also provides methods for accessing the standard API using a (free) Google API key
	(see: <https://developers.google.com/maps/documentation/javascript/get-api-key#get-an-api-key>).","https://github.com/derekyves/placement","0.1.1",NA,"Maps / Cloud"
"plotKML","Visualization of Spatial and Spatio-Temporal Objects in Google
Earth","Writes sp-class, spacetime-class, raster-class and similar spatial and spatio-temporal objects to KML following some basic cartographic rules.","http://plotkml.r-forge.r-project.org/","0.5-8","2017-05-12","Maps / Plots"
"plotly","Create Interactive Web Graphics via 'plotly.js'","Easily translate 'ggplot2' graphs to an interactive web-based version and/or create custom web-based visualizations directly from R. Once uploaded to a 'plotly' account, 'plotly' graphs (and the data behind them) can be viewed and modified in a web browser.","https://plot.ly/r, https://cpsievert.github.io/plotly_book/,
https://github.com/ropensci/plotly","4.7.1",NA,"Plots"
"plotrr","Making Visual Exploratory Data Analysis with Nested Data Easier","Functions for making visual exploratory data analysis with nested data easier.",NA,"1.0.0",NA,"EDA"
"pmap",NA,NA,NA,NA,NA,"Maps"
"pool","Object Pooling","Enables the creation of object pools, which make it less
    computationally expensive to fetch a new object. Currently the
    only supported pooled objects are 'DBI' connections.","https://github.com/rstudio/pool","0.1.4",NA,"Databases"
"postGIStools","Tools for Interacting with 'PostgreSQL' / 'PostGIS' Databases","Functions to convert geometry and 'hstore' data types from
    'PostgreSQL' into standard R objects, as well as to simplify
    the import of R data frames (including spatial data frames) into 'PostgreSQL'.
    Note: This package is deprecated. For new projects, we recommend 
    using the 'sf' package to interface with geodatabases.","https://github.com/SESYNC-ci/postGIStools","0.2.2",NA,"Databases"
"printr","Automatically Print R Objects to Appropriate Formats According
to the 'knitr' Output Format","Extends the S3 generic function knit_print() in 'knitr'
    to automatically print some objects using an appropriate format such as
    Markdown or LaTeX. For example, data frames are automatically printed as
    tables, and the help() pages can also be rendered in 'knitr' documents.","https://yihui.name/printr/","0.1","2017-05-19","Tables / Reports"
"processx","Execute and Control System Processes","Tools to run system processes in the background.
    It can check if a background process is running; wait on a background
    process to finish; get the exit status of finished processes; kill
    background processes and their children; restart processes. It can read
    the standard output and error of the processes, using non-blocking
    connections. 'processx' can poll a process for standard output or
    error, with a timeout. It can also poll several processes at once.","https://github.com/r-lib/processx#readme","3.1.0",NA,"Tools / System"
"profvis","Interactive Visualizations for Profiling R Code","Interactive visualizations for profiling R code.","https://rstudio.github.io/profvis/","0.3.5",NA,"Programming / Tools"
"promises","Abstractions for Promise-Based Asynchronous Programming","Provides fundamental abstractions for doing asynchronous programming
    in R using promises. Asynchronous programming is useful for allowing a single
    R process to orchestrate multiple tasks in the background while also attending
    to something else. Semantics are similar to 'JavaScript' promises, but with a
    syntax that is idiomatic R.","https://rstudio.github.io/promises,
https://github.com/rstudio/promises","1.0.1",NA,"Programming"
"psych","Procedures for Psychological, Psychometric, and Personality
Research","A general purpose toolbox for personality, psychometric theory and experimental psychology.   Functions are primarily for multivariate analysis and scale construction using factor analysis, principal component analysis, cluster analysis and reliability analysis, although others provide basic descriptive statistics. Item Response Theory is done using  factor analysis of tetrachoric and polychoric correlations. Functions for analyzing data at multiple levels include within and between group statistics, including correlations and factor analysis.   Functions for simulating and testing particular item and test structures are included. Several functions  serve as a useful front end for structural equation modeling.  Graphical displays of path diagrams, factor analysis and structural equation models are created using basic graphics. Some of the functions are written to support a book on psychometric theory as well as publications in personality research. For more information, see the <https://personality-project.org/r> web page.","https://personality-project.org/r/psych
https://personality-project.org/r/psych-manual.pdf","1.8.4","2018-4-30","Tools"
"qdapRegex","Regular Expression Removal, Extraction, and Replacement Tools","A collection of regular expression tools associated with
        the 'qdap' package that may be useful outside of the context of
        discourse analysis. Tools include
        removal/extraction/replacement of abbreviations, dates, dollar
        amounts, email addresses, hash tags, numbers, percentages,
        citations, person tags, phone numbers, times, and zip codes.","http://trinker.github.com/qdapRegex/","0.7.2","2017-04-09","Tools / Regex"
"quantmod","Quantitative Financial Modelling Framework","Specify, build, trade, and analyse quantitative financial trading strategies.","http://www.quantmod.com https://github.com/joshuaulrich/quantmod","0.4-13","2018-04-10","Models"
"questionr","Functions to Make Surveys Processing Easier","Set of functions to make the processing and analysis of
    surveys easier : interactive shiny apps and addins for data recoding,
    contingency tables, dataset metadata handling, and several convenience
    functions.","https://juba.github.io/questionr/","0.6.2","2017-11-01",""
"R.utils","Various Programming Utilities","Utility functions useful when programming and developing R packages.","https://github.com/HenrikBengtsson/R.utils","2.6.0","2017-11-04","Tools"
"randomForest","Breiman and Cutler's Random Forests for Classification and
Regression","Classification and regression based on a forest of trees using random inputs, based on Breiman (2001) <DOI:10.1023/A:1010933404324>.","https://www.stat.berkeley.edu/~breiman/RandomForests/","4.6-14","2018-03-22","Models"
"randomForestExplainer","Explaining and Visualizing Random Forests in Terms of Variable
Importance","A set of tools to help explain which variables are most important in a random forests. Various variable importance measures are calculated and visualized in different settings in order to get an idea on how their importance changes depending on our criteria (Hemant Ishwaran and Udaya B. Kogalur and Eiran Z. Gorodeski and Andy J. Minn and Michael S. Lauer (2010) <doi:10.1198/jasa.2009.tm08622>, Leo Breiman (2001) <doi:10.1023/A:1010933404324>).","https://github.com/MI2DataLab/randomForestExplainer","0.9",NA,"Explain"
"raster","Geographic Data Analysis and Modeling","Reading, writing, manipulating, analyzing and modeling of gridded spatial data. The package implements basic and high-level functions. Processing of very large files is supported.","http://www.rspatial.org/","2.6-7","2017-11-12","Geo"
"rasterVis","Visualization Methods for Raster Data","Methods for enhanced visualization and interaction with raster data. It implements visualization methods for quantitative data and categorical data, both for univariate and multivariate rasters. It also provides methods to display spatiotemporal rasters, and vector fields. See the website for examples.","http://oscarperpinan.github.io/rastervis","0.45",NA,"Geo"
"reprex","Prepare Reproducible Example Code for Sharing","Convenience wrapper that uses the 'rmarkdown' package to render
  small snippets of code to target formats that include both code and output.
  The goal is to encourage the sharing of small, reproducible, and runnable
  examples on code-oriented websites, such as <http://stackoverflow.com> and
  <https://github.com>, or in email. 'reprex' also extracts clean, runnable R
  code from various common formats, such as copy/paste from an R session.","https://github.com/jennybc/reprex","0.1.2",NA,"Help"
"revealjs","R Markdown Format for 'reveal.js' Presentations","R Markdown format for 'reveal.js' presentations, a framework 
  for easily creating beautiful presentations using HTML.","https://github.com/rstudio/revealjs","0.9","2017-03-13","Report"
"rgdal","Bindings for the 'Geospatial' Data Abstraction Library","Provides bindings to the 'Geospatial' Data Abstraction Library ('GDAL') (>= 1.11.4) and access to projection/transformation operations from the 'PROJ.4' library. The 'GDAL' and 'PROJ.4' libraries are external to the package, and, when installing the package from source, must be correctly installed first. Both 'GDAL' raster and 'OGR' vector map data can be imported into R, and 'GDAL' raster data and 'OGR' vector data exported. Use is made of classes defined in the 'sp' package. Windows and Mac Intel OS X binaries (including 'GDAL', 'PROJ.4' and 'Expat') are provided on 'CRAN'. ","http://www.gdal.org, https://r-forge.r-project.org/projects/rgdal/","1.3-2","2018-06-05","Geo"
"rgeos","Interface to Geometry Engine - Open Source ('GEOS')","Interface to Geometry Engine - Open Source ('GEOS') using the C 'API' for topology operations on geometries. The 'GEOS' library is external to the package, and, when installing the package from source, must be correctly installed first. Windows and Mac Intel OS X binaries are provided on 'CRAN'.","https://r-forge.r-project.org/projects/rgeos/
http://trac.osgeo.org/geos/","0.3-28","2018-06-02","Geo"
"rgl","3D Visualization Using OpenGL","Provides medium to high level functions for 3D interactive graphics, including
    functions modelled on base graphics (plot3d(), etc.) as well as functions for
    constructing representations of geometric objects (cube3d(), etc.).  Output
    may be on screen using OpenGL, or to various standard 3D file formats including
    WebGL, PLY, OBJ, STL as well as 2D image formats, including PNG, Postscript, SVG, PGF.","https://r-forge.r-project.org/projects/rgl/","0.99.16",NA,"Geo"
"RgoogleMaps","Overlays on Static Maps","Serves two purposes: (i) Provide a
        comfortable R interface to query the Google server for static
        maps, and (ii) Use the map as a background image to overlay
        plots within R. This requires proper coordinate scaling.","http://rgooglemaps.r-forge.r-project.org/QuickTutorial.html","1.4.2","2018-06-01","Maps"
"rio","A Swiss-Army Knife for Data I/O","Streamlined data import and export by making assumptions that
    the user is probably willing to make: 'import()' and 'export()' determine
    the data structure from the file extension, reasonable defaults are used for
    data import and export (e.g., 'stringsAsFactors=FALSE'), web-based import is
    natively supported (including from SSL/HTTPS), compressed files can be read
    directly without explicit decompression, and fast import packages are used where
    appropriate. An additional convenience function, 'convert()', provides a simple
    method for converting between file types.","https://github.com/leeper/rio","0.5.10","2018-03-29","Data"
"riverplot","Sankey or Ribbon Plots","Sankey plots are a type of diagram that is convenient to
    illustrate how flow of information, resources etc. separates and joins,
    much like observing how rivers split and merge. For example, they can be
    used to compare different clusterings.","http://logfc.wordpress.com","0.6","2016-10-05","Plots"
"rlang","Functions for Base Types and Core R and 'Tidyverse' Features","A toolbox for working with base types, core R features
  like the condition system, and core 'Tidyverse' features like tidy
  evaluation.","http://rlang.tidyverse.org, https://github.com/r-lib/rlang","0.2.1",NA,"Tools / Programming"
"rmarkdown","Dynamic Documents for R","Convert R Markdown documents into a variety of formats.","https://rmarkdown.rstudio.com,
https://github.com/rstudio/rmarkdown","1.10",NA,"Report"
"rms","Regression Modeling Strategies","Regression modeling, testing, estimation, validation,
	graphics, prediction, and typesetting by storing enhanced model design
	attributes in the fit.  'rms' is a collection of functions that
	assist with and streamline modeling.  It also contains functions for
	binary and ordinal logistic regression models, ordinal models for
  continuous Y with a variety of distribution families, and the Buckley-James
	multiple regression model for right-censored responses, and implements
	penalized maximum likelihood estimation for logistic and ordinary
	linear models.  'rms' works with almost any regression model, but it
	was especially written to work with binary or ordinal regression
	models, Cox regression, accelerated failure time models,
	ordinary linear models,	the Buckley-James model, generalized least
	squares for serially or spatially correlated observations, generalized
	linear models, and quantile regression.","http://biostat.mc.vanderbilt.edu/rms","5.1-2","2018-01-06","Stats"
"robets","Forecasting Time Series with Robust Exponential Smoothing","We provide an outlier robust alternative of the function ets() in the 'forecast' package of Hyndman and Khandakar (2008) <DOI:10.18637/jss.v027.i03>. For each method of a class of exponential smoothing variants we made a robust alternative. The class includes methods with a damped trend and/or seasonal components. The robust method is developed by robustifying every aspect of the original exponential smoothing variant. We provide robust forecasting equations, robust initial values, robust smoothing parameter estimation and a robust information criterion. The method is described in more detail in Crevits and Croux (2016) <DOI:10.13140/RG.2.2.11791.18080>.","http://github.com/RubenCrevits/robets","1.4","2018-03-06","Time Series"
"rpart.plot","Plot 'rpart' Models: An Enhanced Version of 'plot.rpart'","Plot 'rpart' models. Extends plot.rpart() and text.rpart()
             in the 'rpart' package.","http://www.milbo.org/rpart-plot","2.2.0",NA,"Plot"
"rpostgis","R Interface to a 'PostGIS' Database","Provides an interface between R and
    'PostGIS'-enabled 'PostgreSQL' databases to transparently transfer
    spatial data. Both vector (points, lines, polygons) and raster
    data are supported in read and write modes. Also provides
    convenience functions to execute common procedures in
    'PostgreSQL/PostGIS'.","https://github.com/mablab/rpostgis","1.4.0","2017-12-10","Databases"
"rsample","General Resampling Infrastructure","Classes and functions to create and summarize different types of resampling objects (e.g. bootstrap, cross-validation). ","https://topepo.github.io/rsample","0.0.2",NA,"Models"
"RTextTools","Automatic Text Classification via Supervised Learning","RTextTools is a machine learning package for automatic
        text classification that makes it simple for novice users to
        get started with machine learning, while allowing experienced
        users to easily experiment with different settings and
        algorithm combinations. The package includes nine algorithms
        for ensemble classification (svm, slda, boosting, bagging,
        random forests, glmnet, decision trees, neural networks,
        maximum entropy), comprehensive analytics, and thorough
        documentation.","http://www.rtexttools.com/","1.4.2","2014-01-18","Text"
"rts","Raster Time Series Analysis","This framework aims to provide classes and methods for manipulating and processing of raster time series data (e.g. a time series of satellite images).","http://r-gis.net","1.0-45","2018-03-17","Geo"
"rtweet","Collecting Twitter Data","An implementation of calls designed to collect and
    organize Twitter data via Twitter's REST and stream Application
    Program Interfaces (API), which can be found at the following URL:
    <https://developer.twitter.com/en/docs>.","https://CRAN.R-project.org/package=rtweet","0.6.7",NA,"Data / Cloud"
"rvg","R Graphics Devices for Vector Graphics Output","Vector Graphics devices for 'SVG', 'DrawingML' for Microsoft 
  PowerPoint and Excel. Functions extending package 'officer' are provided to 
  embed 'DrawingML' graphics into 'Microsoft PowerPoint' presentations and 
  'Microsoft Excel' workbooks.","https://github.com/davidgohel/rvg","0.1.9",NA,"Plots"
"rworldmap","Mapping Global Data","Enables mapping of country level and gridded user datasets.","https://github.com/AndySouth/rworldmap/,
https://groups.google.com/forum/#!forum/rworldmap,
http://andysouth.co.uk/","1.3-6","2016-02-03","Maps"
"santaR","Short Asynchronous Time-Series Analysis","A graphical and automated pipeline for the analysis 
		of short time-series in R ('santaR'). This approach is designed to accommodate asynchronous 
		time sampling (i.e. different time points for different individuals), 
		inter-individual variability, noisy measurements and large numbers of variables. 
		Based on a smoothing splines functional model, 'santaR' is able to detect variables
		highlighting significantly different temporal trajectories between study groups.
		Designed initially for metabolic phenotyping, 'santaR' is also suited for other Systems Biology 
		disciplines. Command line and graphical analysis (via a 'shiny' application) enable fast and
		parallel automated analysis and reporting, intuitive visualisation and comprehensive plotting
		options for non-specialist users.","https://github.com/adwolfer","1.0","2018-01-22","Time Series"
"scanstatistics","Space-Time Anomaly Detection using Scan Statistics","Detection of anomalous space-time clusters using the scan 
    statistics methodology. Focuses on prospective surveillance of data streams, 
    scanning for clusters with ongoing anomalies. Hypothesis testing is made 
    possible by Monte Carlo simulation.","https://github.com/BenjaK/scanstatistics","1.0.1","2018-01-16","Time Series"
"scatterplot3d","3D Scatter Plot","Plots a three dimensional (3D) point cloud.",NA,"0.3-41","2018-02-13","Plots"
"sessioninfo","R Session Information","Query and print information about the current R session.
    It is similar to 'utils::sessionInfo()', but includes more information
    about packages, and where they were installed from.","https://github.com/r-lib/sessioninfo#readme","1.0.0",NA,"Tools"
"shapefiles","Read and Write ESRI Shapefiles","Functions to read and write ESRI shapefiles",NA,"0.7","2013-01-25","Geo"
"shiny","Web Application Framework for R","Makes it incredibly easy to build interactive web
    applications with R. Automatic ""reactive"" binding between inputs and
    outputs and extensive prebuilt widgets make it possible to build
    beautiful, responsive, and powerful applications with minimal effort.","http://shiny.rstudio.com","1.1.0",NA,"UI"
"shinyalert","Easily Create Pretty Popup Messages (Modals) in 'Shiny'","Easily create pretty popup messages (modals) in 'Shiny'. A modal can
    contain text, images, OK/Cancel buttons, an input to get a response from the
    user, and many more customizable options.","https://github.com/daattali/shinyalert
https://daattali.com/shiny/shinyalert-demo/","1.0",NA,"UI"
"sigr","Succinct and Correct Statistical Summaries for Reports","Succinctly and correctly format statistical summaries of
    various models and tests (F-test, Chi-Sq-test, Fisher-test, T-test, and rank-significance).  The main purpose is unified reporting and planning
    of experimental results, working around issue such as the difficulty of
    extracting model summary facts (such as with 'lm'/'glm').  This package also
    includes empirical tests, such as bootstrap estimates.","https://github.com/WinVector/sigr/,
https://winvector.github.io/sigr/","0.2.6","2018-05-25","EDA / Stats"
"Simpsons","Detecting Simpson's Paradox","This package detects instances of Simpson's Paradox in
        datasets. It examines subpopulations in the data, either
        user-defined or by means of cluster analysis, to test whether a
        regression at the level of the group is in the opposite
        direction at the level of subpopulations.",NA,"0.1.0","2012-08-17","Stats"
"simstudy","Simulation of Study Data","Simulates data sets in order to explore modeling techniques or
    better understand data generating processes. The user specifies a set of
    relationships between covariates, and generates data based on these
    specifications. The final data sets can represent data from randomized
    control trials, repeated measure (longitudinal) designs, and cluster
    randomized trials. Missingness can be generated using various
    mechanisms (MCAR, MAR, NMAR).",NA,"0.1.9","2018-04-30","Data"
"sinew","Create 'roxygen2' Skeleton with Information from Function Script","Create 'roxygen2' skeleton populated with information scraped from the
         within the function script. Also creates field entries for imports in the
         'DESCRIPTION' and import in the 'NAMESPACE' files. Can be run from the R
         console or through the 'RStudio' 'addin' menu.","https://github.com/metrumresearchgroup/sinew","0.3.5.1","2017-10-28","Programming"
"skimr","Compact and Flexible Summaries of Data","A simple to use summary function that can be used with pipes
    and displays nicely in the console. The default summary statistics may be 
    modified by the user as can the default formatting. Support for data frames 
    and vectors is included, and users can implement their own skim methods for
    specific object types as described in a vignette. Default summaries include
    support for inline spark graphs. Instructions for managing these on 
    specific operating systems are given in the ""Using skimr"" vignette and the 
    README.","https://github.com/ropenscilabs/skimr","1.0.3",NA,"EDA"
"smpic","Creates Images Sized for Social Media","Creates images that are the proper size for social media. Beautiful
    plots, charts and graphs wither and die if they are not shared. Social media 
    is perfect for this but every platform has its own image dimensions. With 
    'smpic' you can easily save your plots with the exact dimensions needed for 
    the different platforms.","https://github.com/mikkelkrogsholm/smpic,
https://makeawebsitehub.com/social-media-image-sizes-cheat-sheet/","0.1.0",NA,"Images"
"SmartEDA","Summarize and Explore the Data","Exploratory analysis on any input data describing the structure and the relationships present in the data. The package automatically select the variable and does related descriptive statistics. Analyzing information value, weight of evidence, custom tables, summary statistics, graphical techniques will be performed for both numeric and categorical predictors.",NA,"0.2.0",NA,"EDA"
"snakecase","Convert Strings into any Case","A consistent, flexible and easy to use tool to parse and convert strings into cases like snake or camel among others.","https://github.com/Tazinho/snakecase","0.9.1","2018-03-24","Programming / Tools"
"sp","Classes and Methods for Spatial Data","Classes and methods for spatial
  data; the classes document where the spatial location information
  resides, for 2D or 3D data. Utility functions are provided, e.g. for
  plotting data as maps, spatial selection, as well as methods for
  retrieving coordinates, for subsetting, print, summary, etc.","https://github.com/edzer/sp/ https://edzer.github.io/sp/","1.3-1",NA,"Geo"
"spanish","Translate Quantities from Strings Spelled in Spanish to Integer","Character vector to numerical translation in Euros from Spanish
    spelled monetary quantities. Text must be previously cleaned & removed
    extraneous words, symbols or cents. Quantities MUST be written in a correct
    Spanish cause this isn't a grammar tool. Upper limit is up to the millions
    range.","https://github.com/verajosemanuel","0.3.2","2017-12-14",""
"sparklyr","R Interface to Apache Spark","R interface to Apache Spark, a fast and general engine for big data
    processing, see <http://spark.apache.org>. This package supports connecting to
    local and remote Apache Spark clusters, provides a 'dplyr' compatible back-end,
    and provides an interface to Spark's built-in machine learning algorithms.","http://spark.rstudio.com","0.8.4",NA,"Big Data"
"spatstat","Spatial Point Pattern Analysis, Model-Fitting, Simulation, Tests","Comprehensive open-source toolbox for analysing Spatial Point Patterns. Focused mainly on two-dimensional point patterns, including multitype/marked points, in any spatial region. Also supports three-dimensional point patterns, space-time point patterns in any number of dimensions, point patterns on a linear network, and patterns of other geometrical objects. Supports spatial covariate data such as pixel images. 
	Contains over 2000 functions for plotting spatial data, exploratory data analysis, model-fitting, simulation, spatial sampling, model diagnostics, and formal inference. 
	Data types include point patterns, line segment patterns, spatial windows, pixel images, tessellations, and linear networks. 
	Exploratory methods include quadrat counts, K-functions and their simulation envelopes, nearest neighbour distance and empty space statistics, Fry plots, pair correlation function, kernel smoothed intensity, relative risk estimation with cross-validated bandwidth selection, mark correlation functions, segregation indices, mark dependence diagnostics, and kernel estimates of covariate effects. Formal hypothesis tests of random pattern (chi-squared, Kolmogorov-Smirnov, Monte Carlo, Diggle-Cressie-Loosmore-Ford, Dao-Genton, two-stage Monte Carlo) and tests for covariate effects (Cox-Berman-Waller-Lawson, Kolmogorov-Smirnov, ANOVA) are also supported.
	Parametric models can be fitted to point pattern data using the functions ppm(), kppm(), slrm(), dppm() similar to glm(). Types of models include Poisson, Gibbs and Cox point processes, Neyman-Scott cluster processes, and determinantal point processes. Models may involve dependence on covariates, inter-point interaction, cluster formation and dependence on marks. Models are fitted by maximum likelihood, logistic regression, minimum contrast, and composite likelihood methods. 
	A model can be fitted to a list of point patterns (replicated point pattern data) using the function mppm(). The model can include random effects and fixed effects depending on the experimental design, in addition to all the features listed above.
	Fitted point process models can be simulated, automatically. Formal hypothesis tests of a fitted model are supported (likelihood ratio test, analysis of deviance, Monte Carlo tests) along with basic tools for model selection (stepwise(), AIC()) and variable selection (sdr). Tools for validating the fitted model include simulation envelopes, residuals, residual plots and Q-Q plots, leverage and influence diagnostics, partial residuals, and added variable plots.","http://www.spatstat.org","1.56-0","2018-06-15","Geo"
"ssh","Secure Shell (SSH) Client for R","Connect to a remote server over SSH to transfer files via SCP, 
    setup a secure tunnel, or run a command or script on the host while 
    streaming stdout and stderr directly to the client.",NA,"0.2",NA,"Tools"
"staplr","A Toolkit for PDF Files","Provides function to manipulate PDF files: 
    fill out PDF forms;
    merge multiple PDF files into one; 
    remove selected pages from a file;
    rename multiple files in a directory;
    rotate entire pdf document; 
    rotate selected pages of a pdf file;
    splits single input PDF document into individual pages;
    splits single input PDF document into parts from given points.",NA,"2.2.0",NA,"Text"
"startup","Friendly R Startup Configuration","Adds support for R startup configuration via '.Renviron.d' and '.Rprofile.d' directories in addition to '.Renviron' and '.Rprofile' files.  This makes it possible to keep private / secret environment variables separate from other environment variables.  It also makes it easier to share specific startup settings by simply copying a file to a directory.","https://github.com/HenrikBengtsson/startup","0.10.0",NA,"Tools / Programming"
"stm","Estimation of the Structural Topic Model","The Structural Topic Model (STM) allows researchers 
  to estimate topic models with document-level covariates. 
  The package also includes tools for model selection, visualization,
  and estimation of topic-covariate regressions. Methods developed in
  Roberts et al (2014) <doi:10.1111/ajps.12103> and 
  Roberts et al (2016) <doi:10.1080/01621459.2016.1141684>.","http://structuraltopicmodel.com","1.3.3","2018-1-26","Text"
"stranger","Simple Toolkit in R for ANomalies Get, Explain and Report","Framework for unsupervised anomalies detection that simplifies the user experience because the one does not need to be concerned with the many packages and functions that are required. Package 'stranger' acts as a wrapper around existing packages (""a la 'caret' for modeling"") and provides a clean and uniform toolkit for evaluation/explain/reporting purposes.","https://welovedatascience.github.io/stranger,
https://github.com/welovedatascience/stranger","0.3.3",NA,"Outliers"
"styler","Non-Invasive Pretty Printing of R Code","
    Pretty-prints R code without changing the user's formatting intent.","https://github.com/r-lib/styler, https://r-lib.github.io/styler/","1.0.1","2018-03-07","Programming"
"sugrrants","Supporting Graphs for Analysing Time Series","Provides 'ggplot2' graphics for analysing time series data. It aims 
    to fit into the 'tidyverse' and grammar of graphics framework for handling 
    temporal data.","https://pkg.earo.me/sugrrants","0.1.2",NA,"Time Series"
"summarytools","Tools to Quickly and Neatly Summarize Data","Data frame summaries, cross-tabulations,
  weight-enabled frequency tables and common univariate
  statistics in concise tables available in a variety of
  formats (plain ASCII, Markdown and HTML). A good 
  point-of-entry for exploring data, both for experienced
  and new R users.","https://github.com/dcomtois/summarytools","0.8.5",NA,"EDA"
"swatches","Read, Inspect, and Manipulate Color Swatch Files","There are numerous places to create and download color
    palettes. These are usually shared in 'Adobe' swatch file formats of
    some kind. There is also often the need to use standard palettes
    developed within an organization to ensure that aesthetics are carried over
    into all projects and output. Now there is a way to read these swatch
    files in R and avoid transcribing or converting color values by hand or
    or with other programs. This package provides functions to read and
    inspect 'Adobe Color' ('ACO'), 'Adobe Swatch Exchange' ('ASE'), 'GIMP Palette' ('GPL'),
    'OpenOffice' palette ('SOC') files and 'KDE Palette' ('colors') files. Detailed
    descriptions of 'Adobe Color' and 'Swatch Exchange' file formats as well as other
    swatch file formats can be found at
    <http://www.selapa.net/swatches/colors/fileformats.php>.","https://github.com/hrbrmstr/swatches","0.5.0","2017-12-20","Color"
"sweep","Tidy Tools for Forecasting","
    Tidies up the forecasting modeling and prediction work flow, 
    extends the 'broom' package 
    with 'sw_tidy', 'sw_glance', 'sw_augment', and 'sw_tidy_decomp' functions 
    for various forecasting models,
    and enables converting 'forecast' objects to 
    ""tidy"" data frames with 'sw_sweep'.","https://github.com/business-science/sweep","0.2.1","2018-03-03","Forecasting"
"tableone","Create 'Table 1' to Describe Baseline Characteristics","Creates 'Table 1', i.e., description of baseline patient
    characteristics, which is essential in every medical research.
    Supports both continuous and categorical variables, as well as
    p-values and standardized mean differences. Weighted data are
    supported via the 'survey' package. See 'github' for a screen cast.
    'tableone' was inspired by descriptive statistics functions in
    'Deducer' , a Java-based GUI package by Ian Fellows. This package
    does not require GUI or Java, and intended for command-line users.","https://github.com/kaz-yos/tableone","0.9.3","2018-04-28","Tables"
"table1","Tables of Descriptive Statistics in HTML","Create HTML tables of descriptive statistics, as one would expect
    to see as the first table (i.e. ""Table 1"") in a medical/epidemiological journal
    article.",NA,"1.0","2018-04-25","Tables"
"tabplot","Tableplot, a Visualization of Large Datasets","A tableplot is a visualisation of a (large) dataset with a dozen of variables, both numeric and categorical. Each column represents a variable and each row bin is an aggregate of a certain number of records. Numeric variables are visualized as bar charts, and categorical variables as stacked bar charts. Missing values are taken into account. Also supports large 'ffdf' datasets from the 'ff' package.","https://github.com/mtennekes/tabplot","1.3-1","2017-01-16","Plots / Big Data"
"tadaatoolbox","Helpers for Data Analysis and Presentation Focused on Undergrad
Psychology","Contains functions for the easy display of statistical tests as well as
    some convenience functions for data cleanup. It is meant to ease existing workflows
    with packages like 'sjPlot', 'dplyr', and 'ggplot2'. The primary components are the functions
    prefixed with 'tadaa_', which are built to work in an interactive environment, but also print
    tidy markdown tables powered by 'pixiedust' for the creation of 'RMarkdown' reports.","https://github.com/tadaadata/tadaatoolbox","0.16.0","2018-01-10","Stats"
